Timestamp,Data,Type
0.902091,043f#105060ff4bac0900,Normal
0.902335,0440#ff500000ffb00900,Normal
0.902424,04b1#,Normal
0.902682,04b1#0001000000000001,Normal
0.902919,0545#d817008a30003000,Normal
0.903163,059b#0000000000000088,Normal
0.903406,0153#008010ff00ff50de,Normal
0.903659,01f1#0000000000000000,Normal
0.903896,0220#ec03040409003510,Normal
0.905439,02b0#16000007aa,Normal
0.90566,0165#0ee87f0000000a93,Normal
0.908377,04b0#0000000000000000,Normal
0.908581,0164#0008000000000c04,Normal
0.909702,04f0#0000400000ced204,Normal
0.909923,0370#ff200080ff000028,Normal
0.91016,0316#0520b20a201a007f,Normal
0.910401,02a0#c200609ddb0cba02,Normal
0.91064,0080#0017b20a201a204e,Normal
0.910881,0081#7f846000000000ae,Normal
0.911122,018f#0029200000450000,Normal
0.911361,0260#05200030ff935f26,Normal
0.911608,0329#85a77f8c112f0010,Normal
0.91183,043f#105060ff4bac0900,Normal
0.91207,0440#ffa00000ffb00900,Normal
0.912321,0510#0000000000000000,Normal
0.912557,0545#d817008b30003000,Normal
0.912645,05a0#,Normal
0.912911,05a0#0000000000000000,Normal
0.913281,0153#008010ff00ff60ee,Normal
0.913519,0220#ee03fc0309003510,Normal
0.915433,02b0#140000079b,Normal
0.915652,0165#0ee87f0000000b92,Normal
0.917111,0350#0520f4797b0000d3,Normal
0.918269,04b1#0001000000000001,Normal
0.918494,0164#0008000000000d05,Normal
0.919677,04f2#00003038000000a0,Normal
0.91989,0316#0520b20a201a007f,Normal
0.920122,0329#85a77f8c112f0010,Normal
0.920365,0080#0017b20a201a203f,Normal
0.920611,0081#7f8460000000009f,Normal
0.92085,018f#0029200000450000,Normal
0.921086,0260#05200030ff935f35,Normal
0.921321,02a0#6200609ddb0cba02,Normal
0.92156,0370#ff200080ff0000ec,Normal
0.921808,0382#40fe0f0000000000,Normal
0.922047,043f#105060ff4bac0900,Normal
0.922292,0440#fff00000ffac0900,Normal
0.922524,0545#d817008a31003100,Normal
0.92261,05a2#,Normal
0.922786,05a2#2500a501,Normal
0.923211,0153#008010ff00ff70fe,Normal
0.923452,01f1#0000000000000000,Normal
0.923687,0220#ef03f8030c003510,Normal
0.92548,02b0#15000007fc,Normal
0.925696,0165#0ee87f0000000c95,Normal
0.928208,04b0#0000000000000000,Normal
0.928421,0164#0008000000000e06,Normal
0.929694,04f0#0000420000ced204,Normal
0.929907,0316#0520b20a201a007f,Normal
0.930138,0329#85a77f8c112f0010,Normal
0.930384,0370#ff200080ff0000a0,Normal
0.930627,043f#105060ff4ba80900,Normal
0.930869,0080#0017b20a201a2020,Normal
0.931112,0081#7f84600000000080,Normal
0.931358,018f#0029200000450000,Normal
0.931593,0260#05200030ff935f08,Normal
0.931828,02a0#0200609ddb0cba02,Normal
0.932068,0440#ff000000ffa80900,Normal
0.932308,0545#d817008931003100,Normal
0.932587,0153#,Normal
0.932836,0153#008010ff00ff70fe,Normal
0.933125,0153#008010ff00ff800e,Normal
0.933357,0220#ef03f80309003510,Normal
0.935464,02b0#16000007dd,Normal
0.935674,0165#0ee87f0000000d94,Normal
0.936583,02c0#3d00000000000000,Normal
0.93705,0350#052004797b000023,Normal
0.9381,04b1#0001000000000001,Normal
0.938327,0164#0008000000000f07,Normal
0.939906,043f#105060ff4ba80900,Normal
0.940117,0316#0521cc0a201a007f,Normal
0.940357,018f#0029200000450000,Normal
0.940598,0080#0017cc0a211a2051,Normal
0.940843,0081#7f84600000000071,Normal
0.941073,0260#05200030ff935d19,Normal
0.941312,02a0#a200609ddb0cba02,Normal
0.94154,0329#85a77f8c112f0010,Normal
0.941781,0370#ff200080ff000064,Normal
0.942029,0382#40fe0f0000000004,Normal
0.942267,0440#ff500000ffa80900,Normal
0.942523,04f2#00003038000000a1,Normal
0.942748,0545#d817008b34003400,Normal
0.943031,0153#008010ff00ff901e,Normal
0.943112,0164#,Normal
0.943378,01f1#0000000000000000,Normal
0.943613,0220#ee03f8030c003510,Normal
0.94387,0164#0008000000000f07,Normal
0.945457,02b0#16000007ee,Normal
0.945676,0165#0ee87f0000000e97,Normal
0.948046,04b0#0000000000000000,Normal
0.948262,0164#0008000000000008,Normal
0.949655,04f0#0000440000ced204,Normal
0.949906,043f#105060ff4ba40900,Normal
0.950138,0316#0521ec0a201a007f,Normal
0.950374,0329#d7a77f8c112f0010,Normal
0.950613,0080#0017ec0a211a2022,Normal
0.950854,0081#7f84600000000062,Normal
0.951094,0110#e03c300900000000,Normal
0.951335,018f#0029200000450000,Normal
0.951567,0260#05200030ff935d28,Normal
0.951804,02a0#c200609ddb0cba02,Normal
0.952052,0370#ff200080ff000028,Normal
0.95229,0440#ffa00000ffa40900,Normal
0.952535,0545#d817008b34003400,Normal
0.952969,0153#008010ff00ffa02e,Normal
0.953196,0220#ec03f80309003610,Normal
0.953434,01f1#,Normal
0.953693,01f1#0000000000000000,Normal
0.955513,02b0#15000007cf,Normal
0.955725,0165#0ee87f0000000f96,Normal
0.957007,0350#052014797b000033,Normal
0.957941,04b1#0001000000000001,Normal
0.958166,0164#0008000000000109,Normal
0.959437,0587#0000000000000002,Normal
0.959682,04f2#00003038000000a2,Normal
0.959923,0316#0521ec0a201a007f,Normal
0.960151,0329#d7a77f8c112f0010,Normal
0.960393,018f#0029200000450000,Normal
0.960629,0080#0017ec0a211a2013,Normal
0.960873,0081#7f84600000000053,Normal
0.961105,0260#05200030ff935d37,Normal
0.961338,02a0#6200609ddb0cba02,Normal
0.961578,0370#ff200080ff0000ec,Normal
0.961823,0382#40fe0f0000000008,Normal
0.962065,043f#105060ff4ba40900,Normal
0.962312,0440#fff00000ffa80900,Normal
0.962545,0545#d817008c33003300,Normal
0.962879,0153#008010ff00ffb03e,Normal
0.963123,01f1#0000000000000000,Normal
0.963372,0220#ea03fd0309003910,Normal
0.963777,0220#,Normal
0.964021,0220#ea03fd0309003910,Normal
0.965502,02b0#1600000700,Normal
0.965726,0165#0ef87f0000000089,Normal
0.966804,00a0#4c76d80a00260002,Normal
0.967022,00a1#8086808027000000,Normal
0.967876,04b0#0000000000000000,Normal
0.968098,0164#000800000000020a,Normal
0.969673,04f0#0000460000ced204,Normal
0.969882,0316#0521ec0a201a007f,Normal
0.970121,018f#0029200000450000,Normal
0.970358,0260#05200030ff935d0a,Normal
0.970601,0080#0017ec0a211a2004,Normal
0.970843,0081#7f84600000000044,Normal
0.971081,02a0#0200609ddb0cba02,Normal
0.971313,0329#d7a77f8c112f0010,Normal
0.971553,0370#ff200080ff0000a0,Normal
0.971793,043f#105060ff4ba80900,Normal
0.972037,0440#ff000000ffac0900,Normal
0.972273,0545#d810008d33003300,Normal
0.97281,0153#008010ff00ffc04e,Normal
0.973032,0220#ea0306040c003b10,Normal
0.974087,02c0#,Normal
0.974339,02c0#3d00000000000000,Normal
0.975514,02b0#1500000721,Normal
0.975724,0165#0ee87f0000000198,Normal
0.977071,0350#052024797b000003,Normal
0.977774,04b1#0001000000000001,Normal
0.978005,0164#000800000000030b,Normal
0.97967,04f2#00003038000000a3,Normal
0.979919,043f#105060ff4bac0900,Normal
0.980155,0316#0521e00a211a007f,Normal
0.980394,0329#d7a77f8c112f0010,Normal
0.980623,0080#0017e00a211a21a5,Normal
0.980859,0081#7f84600000000035,Normal
0.981109,018f#0029210000450000,Normal
0.981343,0260#05210030ff936113,Normal
0.981571,02a0#a200609ddb0cba02,Normal
0.981817,0370#ff200080ff000064,Normal
0.98206,0382#40fe0f000000000c,Normal
0.982305,0440#ff500000ffb00900,Normal
0.98254,0545#d810008c33003400,Normal
0.982782,0153#008010ff00ffd05e,Normal
0.983031,01f1#0000000000000000,Normal
0.98327,0220#eb0308040c003e10,Normal
0.984391,04b0#,Normal
0.984647,04b0#0000000000000000,Normal
0.985494,02b0#1600000722,Normal
0.985723,0165#0ee87f000000029b,Normal
0.987719,04b0#0000000000000000,Normal
0.987941,0164#000800000000040c,Normal
0.989957,043f#105060ff4bac0900,Normal
0.990178,0370#ff200080ff000028,Normal
0.990418,0440#ffa00000ffb00900,Normal
0.990656,0316#0521e00a211a007f,Normal
0.99089,0080#0017e00a211a2196,Normal
0.99113,0081#7f84600000000026,Normal
0.991374,018f#0029210000450000,Normal
0.991608,0260#05210030ff936122,Normal
0.991841,02a0#c200609ddb0cba02,Normal
0.992075,0329#d7a77f8c112f0010,Normal
0.992325,04f0#0000480000ced204,Normal
0.992556,0545#d810008b33003400,Normal
0.992797,0153#008010ff00ffe06e,Normal
0.993035,0220#ed03010409003f10,Normal
0.993283,04f1#c016000000000000,Normal
0.993554,051a#0003000000000000,Normal
0.993814,0690#03000120a0001008,Normal
0.994701,04b1#,Normal
0.994946,04b1#0001000000000001,Normal
0.995475,05e4#000200,Normal
0.995695,0165#0ee87f000000039a,Normal
0.995876,02b0#1700000723,Normal
0.997015,0350#052034797b000013,Normal
0.99762,04b1#0001000000000001,Normal
0.997849,0164#000800000000050d,Normal
0.999719,04f2#00004038000000a4,Normal
0.999923,0316#0521c40a211a007f,Normal
1.000156,0260#05210030ff936131,Normal
1.000406,018f#0029210000450000,Normal
1.00064,0080#0017c40a211a2167,Normal
1.000883,0081#7f84600000000017,Normal
1.001052,0120#00000000,Normal
1.001285,02a0#6200609ddb0cba02,Normal
1.001517,0329#d7a77f8c112f0010,Normal
1.001761,0370#ff200080ff0000ec,Normal
1.002008,0382#40fe0f0000000000,Normal
1.00225,043f#105060ff4ba80900,Normal
1.002496,0440#fff00000ffa80900,Normal
1.002734,0153#008010ff00ff008e,Normal
1.002985,01f1#0000000000000000,Normal
1.003217,0220#ef03fa030c003d10,Normal
1.003471,0517#0000000000000000,Normal
1.003705,0545#d810008b35003600,Normal
1.003951,059b#000000000000004c,Normal
1.004992,05a0#,Normal
1.00524,05a0#0000000000000000,Normal
1.005443,02b0#1400000764,Normal
1.005685,0165#0ee87f000000049d,Normal
1.007554,04b0#0000000000000000,Normal
1.007777,0164#000800000000060e,Normal
1.009745,04f0#00004a0000ced204,Normal
1.009946,0316#0521c40a211a007f,Normal
1.010183,0329#0fa77f8c112f0010,Normal
1.010419,0080#0017c40a211a2158,Normal
1.010665,0081#7f84600000000008,Normal
1.010908,018f#0029210000450000,Normal
1.01114,0260#05210030ff936104,Normal
1.011379,02a0#0200609ddb0cba02,Normal
1.011617,0370#ff200080ff0000a0,Normal
1.011861,043f#105060ff4ba80900,Normal
1.012103,0440#ff000000ffa80900,Normal
1.012359,0510#0000000000000000,Normal
1.012599,0153#008010ff00ff109e,Normal
1.012828,0220#ef03fa030c003a10,Normal
1.013065,0545#d810008b35003600,Normal
1.015286,05a2#,Normal
1.015521,0165#0de87f000000059f,Normal
1.015703,02b0#1600000755,Normal
1.015866,05a2#2500a501,Normal
1.017075,0350#052044797b000063,Normal
1.017443,04b1#0001000000000001,Normal
1.017685,0164#000800000000070f,Normal
1.01967,04f2#00004038000000a5,Normal
1.019893,043f#105060ff4ba80900,Normal
1.020131,0370#ff200080ff000064,Normal
1.020378,0440#ff500000ffa80900,Normal
1.020617,0316#0520de0a201a007f,Normal
1.020858,018f#0029200000450000,Normal
1.021095,0080#0017de0a201a20b9,Normal
1.021346,0081#7f846000000000f9,Normal
1.021573,0260#05200030ff935d19,Normal
1.021804,02a0#a200609ddb0cba02,Normal
1.022039,0329#0fa77f8c112f0010,Normal
1.022291,0382#40fe0f0000000004,Normal
1.022528,0153#008010ff00ff20ae,Normal
1.022779,01f1#0000000000000000,Normal
1.023016,0220#ed03f9030c003910,Normal
1.023255,0545#d810008b2f003000,Normal
1.025498,02b0#1600000766,Normal
1.025676,0165#0df87f000000068c,Normal
1.025762,0153#,Normal
1.026018,0153#008010ff00ff20ae,Normal
1.027389,04b0#0000000000000000,Normal
1.027609,0164#0008000000000800,Normal
1.029685,04f0#00004c0000ced204,Normal
1.029907,043f#105060ff4ba80900,Normal
1.030144,0316#0520de0a201a007f,Normal
1.030384,0329#0fa77f8c112e0010,Normal
1.030623,0080#0017de0a201a20aa,Normal
1.030862,0081#7f846000000000ea,Normal
1.031103,018f#0029200000450000,Normal
1.031336,0260#05200030ff935d28,Normal
1.031571,02a0#c200609ddb0cba02,Normal
1.03182,0370#ff200080ff000028,Normal
1.032056,0440#ffa00000ffa80900,Normal
1.032295,0545#d81000892f003000,Normal
1.032535,0153#008010ff00ff30be,Normal
1.032777,0220#ed03f7030c003910,Normal
1.033025,05a0#0000000000000000,Normal
1.035526,02b0#1600000777,Normal
1.035739,0165#0df87f000000078d,Normal
1.035872,05f0#0000,Normal
1.036157,0164#,Normal
1.036407,0164#0008000000000800,Normal
1.036668,02c0#3d00000000000000,Normal
1.036989,0350#052054797b000073,Normal
1.037267,04b1#0001000000000001,Normal
1.037508,0164#0008000000000901,Normal
1.038441,05a2#2500a501,Normal
1.039886,0316#0520fc0a201a007f,Normal
1.040099,018f#0029200000450000,Normal
1.04033,0260#05200030ff935d37,Normal
1.040574,0080#0017fc0a201a209b,Normal
1.04082,0081#7f846000000000db,Normal
1.04105,02a0#6200609ddb0cba02,Normal
1.041285,0329#0fa77f8c112f0010,Normal
1.041526,0370#ff200080ff0000ec,Normal
1.041772,0382#40fe0f0000000008,Normal
1.042014,043f#105060ff4ba80900,Normal
1.042249,0153#008010ff00ff40ce,Normal
1.042504,01f1#0000000000000000,Normal
1.042737,0220#ed03f7030c003910,Normal
1.042982,0440#fff00000ffac0900,Normal
1.043229,04f2#00004038000000a6,Normal
1.043462,0545#d810008b2e002f00,Normal
1.045476,02b0#1600000788,Normal
1.045688,0165#0de87f0000000892,Normal
1.046481,01f1#,Normal
1.046727,01f1#0000000000000000,Normal
1.04721,04b0#0000000000000000,Normal
1.047447,0164#0008000000000a02,Normal
1.049631,04f0#00004e0000ced204,Normal
1.04993,043f#105060ff4ba80900,Normal
1.050169,0316#0520fc0a201a007f,Normal
1.050411,018f#0029200000450000,Normal
1.05065,0080#0017fc0a201a208c,Normal
1.050892,0081#7f846000000000cc,Normal
1.051128,0110#e03c300900000000,Normal
1.051358,0260#05200030ff935d0a,Normal
1.051599,02a0#0200609ddb0cba02,Normal
1.051833,0329#0fa77f8c112e0010,Normal
1.052075,0370#ff200080ff0000a0,Normal
1.052316,0153#008010ff00ff50de,Normal
1.052554,0220#eb03ff030c003910,Normal
1.052799,0440#ff000000ffac0900,Normal
1.053032,0545#d810008c2e002f00,Normal
1.055482,02b0#1600000799,Normal
1.055691,0165#0de87f0000000993,Normal
1.056763,0220#,Normal
1.056995,0220#eb03ff030c003910,Normal
1.057229,0350#052064797b000043,Normal
1.057477,04b1#0001000000000001,Normal
1.057728,0164#0008000000000b03,Normal
1.059445,0587#0000000000000003,Normal
1.059658,04f2#00004038000000a7,Normal
1.059927,043f#105060ff4bac0900,Normal
1.060171,0370#ff200080ff000064,Normal
1.060416,0440#ff500000ffb00900,Normal
1.06059,0050#00820000,Normal
1.060832,0316#0521fc0a201a007f,Normal
1.061066,0260#05200030ff936114,Normal
1.061297,0080#0017fc0a211a206d,Normal
1.061544,0081#7f846000000000bd,Normal
1.061781,018f#0029200000450000,Normal
1.062011,02a0#a200609ddb0cba02,Normal
1.062255,0153#008010ff00ff60ee,Normal
1.062503,01f1#0000000000000000,Normal
1.06274,0220#eb03090409003910,Normal
1.062973,0329#0fa77f8c112e0010,Normal
1.06322,0382#40fe0f000000000c,Normal
1.063456,0545#d810008c32002e00,Normal
1.06548,02b0#140000078a,Normal
1.065694,0165#0df87f0000000a80,Normal
1.067047,04b0#0000000000000000,Normal
1.067275,0164#0008000000000c04,Normal
1.067364,02c0#,Normal
1.067634,02c0#3d00000000000000,Normal
1.069714,04f0#0000500000ced204,Normal
1.069925,043f#105060ff4bb00900,Normal
1.070159,0316#0521e20a201a007f,Normal
1.070398,02a0#c200609ddb0cba02,Normal
1.070656,0018#2800017001002010,Normal
1.070889,0080#0017e20a211a200e,Normal
1.07113,0081#7f846000000000ae,Normal
1.071369,018f#0029200000450000,Normal
1.071601,0260#05200030ff936123,Normal
1.071839,0329#40a77f8c112e0010,Normal
1.072076,00a0#4c76de0a00250002,Normal
1.072315,00a1#7f86808028000000,Normal
1.072552,0153#008010ff00ff70fe,Normal
1.072788,0220#eb0308040c003910,Normal
1.073037,0370#ff200080ff000028,Normal
1.07328,0440#ffa00000ffb40900,Normal
1.07351,0545#d80f008c32003200,Normal
1.075445,02b0#140000079b,Normal
1.075647,0165#0ee87f0000000b92,Normal
1.07698,04b1#0001000000000001,Normal
1.077193,0164#0008000000000d05,Normal
1.077422,0350#052074797b000053,Normal
1.077511,04b0#,Normal
1.077774,04b0#0000000000000000,Normal
1.079678,04f2#00004038000000a8,Normal
1.079883,0316#0521bc0a201a007f,Normal
1.080118,0329#40a77f8c112e0010,Normal
1.080363,0080#0017bc0a211a208f,Normal
1.080599,0081#7f8460000000009f,Normal
1.08084,018f#0029200000450000,Normal
1.081077,0260#05200030ff936132,Normal
1.081306,02a0#6200609ddb0cba02,Normal
1.081546,0370#ff200080ff0000ec,Normal
1.081797,0382#40fe0f0000000000,Normal
1.082036,0153#008010ff00ff800e,Normal
1.082288,01f1#0000000000000000,Normal
1.082524,0220#ee0300040c003910,Normal
1.082762,043f#105060ff4bb00900,Normal
1.083009,0440#fff00000ffb00900,Normal
1.083243,0545#d80f008b33003300,Normal
1.085482,02b0#14000007ec,Normal
1.085692,0165#0ee87f0000000c95,Normal
1.086886,04b0#0000000000000000,Normal
1.087107,0164#0008000000000e06,Normal
1.087811,04b1#,Normal
1.088058,04b1#0001000000000001,Normal
1.089973,0316#0521bc0a201a007f,Normal
1.090184,0260#05200030ff936105,Normal
1.090424,018f#0029200000450000,Normal
1.090659,0080#0017bc0a211a2070,Normal
1.090906,0081#7f84600000000080,Normal
1.09114,02a0#0200609ddb0cba02,Normal
1.091373,0329#40a77f8c112e0010,Normal
1.091615,0370#ff200080ff0000a0,Normal
1.091857,0153#008010ff00ff901e,Normal
1.092095,0220#f003fc0309003a10,Normal
1.092333,043f#105060ff4bac0900,Normal
1.092581,0440#ff000000ffac0900,Normal
1.092816,04f0#0000520000ced204,Normal
1.09305,0545#d80f008b33003300,Normal
1.0933,04f1#c016000000000000,Normal
1.093557,0690#03000120a0001408,Normal
1.095418,05e4#000200,Normal
1.095651,0165#0ee87f0000000d94,Normal
1.095807,02b0#16000007dd,Normal
1.096807,04b1#0001000000000001,Normal
1.097032,0164#0008000000000f07,Normal
1.097261,0350#052084797b0000a3,Normal
1.098115,05a0#,Normal
1.098361,05a0#0000000000000000,Normal
1.099683,04f2#00005038000000a9,Normal
1.099906,043f#105060ff4ba80900,Normal
1.100145,0370#ff200080ff000064,Normal
1.100386,0316#0521bc0a201a007f,Normal
1.10063,018f#0029200000450000,Normal
1.100861,0080#0017bc0a211a2061,Normal
1.101106,0081#7f84600000000071,Normal
1.101341,0260#05200030ff936114,Normal
1.101573,02a0#a200609ddb0cba02,Normal
1.101815,0153#008010ff00ffa02e,Normal
1.102067,01f1#0000000000000000,Normal
1.102309,0220#f003fd0309003f10,Normal
1.102538,0329#40a77f8c112e0010,Normal
1.102783,0382#40fe0f0000000004,Normal
1.103028,0440#ff500000ffa80900,Normal
1.103263,0545#d80f008b32003200,Normal
1.103517,059b#0000000000000000,Normal
1.105506,02b0#16000007ee,Normal
1.105721,0165#0fe87f0000000e96,Normal
1.106734,04b0#0000000000000000,Normal
1.106955,0164#0008000000000008,Normal
1.10839,05a2#,Normal
1.10855,05a2#2500a501,Normal
1.10967,04f0#0000540000ced204,Normal
1.109897,043f#105060ff4ba40900,Normal
1.110135,0316#0520c00a201a007f,Normal
1.110377,0329#40a77f8c112e0010,Normal
1.110612,0080#0017c00a201a2012,Normal
1.110848,0081#7f84600000000062,Normal
1.111095,018f#0029200000450000,Normal
1.111333,0260#05200030ff935f26,Normal
1.111569,02a0#c200609ddb0cba02,Normal
1.111813,0153#008010ff00ffb03e,Normal
1.112052,0220#ef03fe030c003f10,Normal
1.1123,0370#ff200080ff000028,Normal
1.112539,0440#ffa00000ffa40900,Normal
1.112792,0510#0000000000000000,Normal
1.113029,0545#d80f008b30003200,Normal
1.115509,02b0#15000007cf,Normal
1.115718,0165#0fe87f0000000f97,Normal
1.116638,04b1#0001000000000001,Normal
1.116866,0164#0008000000000109,Normal
1.117133,0350#052094797b0000b3,Normal
1.118672,0153#,Normal
1.11891,0153#008010ff00ffb03e,Normal
1.119722,04f2#00005038000000aa,Normal
1.119944,0370#ff200080ff0000ec,Normal
1.120189,043f#105060ff4ba40900,Normal
1.120418,0260#05200030ff935f35,Normal
1.120649,02a0#6200609ddb0cba02,Normal
1.120892,0080#0017c00a201a2003,Normal
1.121138,0081#7f84600000000053,Normal
1.121373,018f#0029200000450000,Normal
1.121614,0153#008010ff00ffc04e,Normal
1.121867,01f1#0000000000000000,Normal
1.122103,0220#ed03fc030c003f10,Normal
1.122343,0316#0520c00a201a007f,Normal
1.122574,0329#40a77f8c112e0010,Normal
1.122823,0382#40fe0f0000000008,Normal
1.12307,0440#fff00000ffa80900,Normal
1.123301,0545#d80f008b31003300,Normal
1.12543,02b0#1300000750,Normal
1.125651,0165#0fe87f0000000098,Normal
1.126565,04b0#0000000000000000,Normal
1.126786,0164#000800000000020a,Normal
1.128961,0164#,Normal
1.129204,0164#000800000000020a,Normal
1.129654,04f0#0000560000ced204,Normal
1.129919,043f#105060ff4ba40900,Normal
1.130145,0316#0520dc0a201a007f,Normal
1.130387,0260#05200030ff935f08,Normal
1.130624,0080#0017dc0a201a2024,Normal
1.130866,0081#7f84600000000044,Normal
1.131106,018f#0029200000450000,Normal
1.13134,02a0#0200609ddb0cba02,Normal
1.131586,0153#008010ff00ffd05e,Normal
1.131825,0220#eb03fd030c003f10,Normal
1.132053,0329#85a77f8c112e0010,Normal
1.132295,0370#ff200080ff0000a0,Normal
1.132533,0440#ff000000ffa40900,Normal
1.132771,0545#d80f008c31003300,Normal
1.135497,02b0#1600000711,Normal
1.135709,0165#0fe87f0000000199,Normal
1.136467,04b1#0001000000000001,Normal
1.136703,0164#000800000000030b,Normal
1.136958,02c0#3d00000000000000,Normal
1.137189,0350#0520a4797b000083,Normal
1.139256,01f1#,Normal
1.1395,01f1#0000000000000000,Normal
1.139922,043f#105060ff4ba40900,Normal
1.140169,0316#0520dc0a201a007f,Normal
1.140393,0329#85a77f8c112e0010,Normal
1.140631,0080#0017dc0a201a2015,Normal
1.140877,0081#7f84600000000035,Normal
1.141115,018f#0029200000450000,Normal
1.141349,0260#05200030ff935f17,Normal
1.141586,0153#008010ff00ffe06e,Normal
1.141841,01f1#0000000000000000,Normal
1.142077,0220#ea03030409003e10,Normal
1.142309,02a0#a200609ddb0cba02,Normal
1.142549,0370#ff200080ff000064,Normal
1.142796,0382#40fe0f000000000c,Normal
1.143038,0440#ff500000ffa40900,Normal
1.14328,04f2#00005038000000ab,Normal
1.143512,0545#d80f008d30003200,Normal
1.145446,02b0#1600000722,Normal
1.14566,0165#0fe87f000000029a,Normal
1.146405,04b0#0000000000000000,Normal
1.146638,0164#000800000000040c,Normal
1.149627,04f0#0000580000ced204,Normal
1.149706,0220#,Normal
1.149951,0220#ea03030409003e10,Normal
1.150194,0370#ff200080ff000028,Normal
1.150438,0110#e03c300900000000,Normal
1.150677,0316#0521c80a211a007f,Normal
1.150903,0329#85a77f8c112e0010,Normal
1.151139,0080#0017c80a211a2136,Normal
1.15138,0081#7f84600000000026,Normal
1.151618,0153#008010ff00ff008e,Normal
1.151861,018f#0029210000450000,Normal
1.152098,0220#ea0306040c003d10,Normal
1.152333,0260#05210030ff93652e,Normal
1.15257,02a0#c200609ddb0cba02,Normal
1.152808,043f#105060ff4ba40900,Normal
1.15305,0440#ffa00000ffa40900,Normal
1.153285,0545#d80f008d36003900,Normal
1.155424,02b0#1400000713,Normal
1.155651,0165#0fe87f000000039b,Normal
1.156317,04b1#0001000000000001,Normal
1.156542,0164#000800000000050d,Normal
1.157061,0350#0520b4797b000093,Normal
1.159455,0587#0000000000000004,Normal
1.159666,04f2#00005038000000ac,Normal
1.159896,0316#0521c80a211a007f,Normal
1.159983,02c0#,Normal
1.160232,0080#0017c80a211a2127,Normal
1.160468,0081#7f84600000000017,Normal
1.160713,018f#0029210000450000,Normal
1.160941,0260#05210030ff93653d,Normal
1.161183,02a0#6200609ddb0cba02,Normal
1.161417,0153#008010ff00ff109e,Normal
1.161665,01f1#0000000000000000,Normal
1.161907,0220#ed0302040c003f10,Normal
1.162161,02c0#3d00000000000000,Normal
1.162394,0329#85a77f8c112e0010,Normal
1.162631,0370#ff200080ff0000ec,Normal
1.162879,0382#40fe0f0000000000,Normal
1.163125,043f#105060ff4ba40900,Normal
1.163368,0440#fff00000ffa40900,Normal
1.163605,0545#d80f008a37003a00,Normal
1.165461,02b0#1400000764,Normal
1.165679,0165#0fe87f000000049c,Normal
1.166234,04b0#0000000000000000,Normal
1.166465,0164#000800000000060e,Normal
1.166899,00a0#4b76de0a00250002,Normal
1.167124,00a1#7f86808028000000,Normal
1.169692,04f0#00005a0000ced204,Normal
